gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
SSTR4,1803,0.1335813791416694,0.2605042014617612,0.0914692392851494,0.006463089238067,0.000109,16,7,SER,P31391,-9.966,0.002,0.0760194113876148,Non-essential,77.6,28.1,23.7,0.20255955264242054,1949
OR51V1,2157,0.1136138146676872,0.2605042014617612,0.0287648268227107,0.0026089534538986,4.4e-05,20,4,SER,Q9H2C8,-9.966,0.0,-0.0888699054628424,Non-essential,87.5,11.5,5.9,0.20251991558076876,1950
CNNM3,1599,0.1510093400809497,0.2857142854741897,0.0581369603036533,0.0642751260005929,0.001084,34,14,CYS,Q8NE01,3.691,0.999,-0.06232150034156945,Non-essential,66.7,43.1,31.1,0.20250302149202792,1951
OR11L1,2251,0.1095097746168214,0.2605042014617612,0.0118235015024513,0.0058701452712718,9.9e-05,12,5,LYS,Q8NGX0,-9.966,0.0,0.11505710938363675,Non-essential,88.5,8.1,1.9,0.20249988220504722,1952
ALPL,2255,0.1094413669527826,0.2689075627992374,0.0056681954768306,0.0005929439667951,1e-05,22,2,TYR,P05186,2.755,0.957,0.01598798957653485,Non-essential,93.3,8.2,6.3,0.20248293184063954,1953
HTR3A,2001,0.121188297379956,0.2689075627992374,0.0129242448204966,0.0324933293803735,0.000548,22,3,TYR,P46098,-3.816,0.152,0.14674149529231967,Non-essential,82.6,18.0,10.3,0.2024720405299506,1954
HLA-DOB,1986,0.1226058747657827,0.302521008149142,0.0012335916495334,0.0040913133708864,6.9e-05,3,1,SER,P13765,0.949,0.685,-0.04014151654193865,Non-essential,87.1,19.8,5.5,0.20241357910730468,1955
OR10Q1,2271,0.1089629949435182,0.2605042014617612,0.0141515103590067,0.0017195375037058,2.9e-05,14,7,CYS,Q8NGQ4,-9.966,0.002,0.04137725614810935,Non-essential,86.5,7.8,3.1,0.20234423247729455,1956
SLAMF6,1757,0.1359701502118913,0.3361344534990467,0.0050545627075755,0.0,0.0,7,0,,Q96DU3,0.001,0.501,0.02682016006732225,Non-essential,77.2,31.6,25.9,0.2023106994015602,1957
LRFN3,1796,0.1339718930867797,0.2773109241367135,0.0477115293373398,0.0291135487696412,0.000491,19,6,TYR,Q9BTN0,3.197,0.991,-0.07892172422571285,Non-essential,77.4,29.0,21.3,0.202265092974595,1958
NPFFR1,1800,0.1337848759066539,0.2689075627992374,0.0613759291475565,0.0260302401423065,0.000439,20,9,TYR,Q9GZQ6,-4.293,0.043,-0.02267201271597895,Non-essential,77.6,28.8,25.6,0.20216918930219885,1959
FFAR4,1874,0.1284981056307834,0.2857142854741897,0.0472560493436659,0.000118588793359,2e-06,17,1,SER,Q5NUL3,-2.053,0.131,-0.08748851941248656,Non-essential,79.3,24.7,16.3,0.2021436594502226,1960
TAAR5,2182,0.1120818428861185,0.2605042014617612,0.0244883757709947,0.0017788319003854,3e-05,18,5,TYR,O14804,-9.966,0.0,0.06303901908811635,Non-essential,85.2,10.7,6.8,0.20204327242946146,1961
GPR26,2329,0.1059346046699398,0.2436974787868088,0.018105329748537,0.0100800474355173,0.00017,13,7,LYS,Q8NDV2,-9.966,0.018,-0.03778176656390915,Non-essential,91.0,5.3,3.6,0.20204046187139668,1962
OR1F2P,1792,0.1341583485997099,0.2605042014617612,0.0574600664241657,0.0423954936258523,0.000715,16,3,TYR,Q96R84,-9.966,0.0,,No data,83.7,14.1,2.2,0.20204036052412092,1963
TMEM140,2185,0.1119995005230935,0.2689075627992374,0.0083251621065949,0.006463089238067,0.000109,6,1,SER,Q9NV12,3.808,0.999,0.0270504781915447,Non-essential,87.1,10.8,5.4,0.20201470981589859,1964
GPR52,1955,0.124747800781012,0.252100840124285,0.0139933575834255,0.0656981915209012,0.001108,20,6,TYR,Q9Y2T5,-9.966,0.005,0.060455548872057646,Non-essential,81.8,21.3,13.0,0.20185818131958144,1965
SIGLEC1,1920,0.1264036278472008,0.2605042014617612,0.0616732563656492,0.0123332345093388,0.000208,74,2,TYR,Q9BZZ2,1.015,0.71,-0.06864972724308005,Non-essential,76.6,22.9,7.4,0.20177809323036344,1966
OR14K1,2076,0.1178264385788396,0.2605042014617612,0.0377668828087932,0.0076489771716572,0.000129,17,6,TYR,Q8NGZ2,-9.966,0.0,0.1349834280751383,Non-essential,83.5,15.9,2.2,0.20163043550672904,1967
OR8A1,2122,0.1152211556947256,0.2605042014617612,0.0322252095524276,0.004506374147643,7.6e-05,13,5,TYR,Q8NGG7,-9.966,0.002,-0.276915409141131,Non-essential,87.0,13.8,7.1,0.20155936643663408,1968
CRTAM,1649,0.1465903500054489,0.302521008149142,0.0141198798038905,0.0711532760154165,0.0012,9,6,CYS,O95727,-1.43,0.236,-0.0028027975567895998,Non-essential,73.5,40.7,28.2,0.20150064180702643,1969
CDH2,1879,0.1283031305497941,0.2605042014617612,0.031776055669777,0.0485621108805217,0.000819,23,3,TYR,P19022,1.064,0.621,-0.0785570342222286,Non-essential,79.4,24.8,17.3,0.2014610121491911,1970
OR5J2,2143,0.1142516503912624,0.2605042014617612,0.0297643523643839,0.0037355469908093,6.3e-05,15,3,TYR,Q8NH18,-9.966,0.0,0.03603319276745105,Non-essential,83.6,13.1,1.9,0.2014514453504147,1971
MRGPRX2,1992,0.1220394028959068,0.2605042014617612,0.0519879803890558,0.0074710939816187,0.000126,11,6,TYR,Q96LB1,-9.966,0.001,0.10460980618793435,Non-essential,81.7,19.7,9.4,0.20134123910428503,1972
OR1C1,2262,0.109263016338452,0.2605042014617612,0.0140249881385418,0.0028461310406166,4.8e-05,16,3,CYS,Q15619,-9.966,0.0,-0.03762279573954575,Non-essential,87.7,9.2,3.2,0.20119425030640603,1973
HTR1E,1816,0.1325824441995695,0.2605042014617612,0.0377985133639095,0.0568040320189742,0.000958,18,11,LYS,P28566,-9.966,0.023,0.05314087240487455,Non-essential,78.5,28.8,17.3,0.20102710685733732,1974
GALR3,1982,0.1228848005625403,0.2689075627992374,0.0306753123517317,0.0203972724577527,0.000344,19,8,TYR,O60755,-5.574,0.005,0.02046670073332485,Non-essential,81.0,20.9,15.5,0.2009857931821042,1975
OR4A4P,2064,0.1183652426259565,0.2605042014617612,0.0222489324687648,0.0249629410020753,0.000421,13,7,CYS,Q8NGN8,-9.966,0.0,,No data,90.3,2.0,1.0,0.20097943887932646,1976
FCRL4,1814,0.1326707632157809,0.2773109241367135,0.0262976435236438,0.0461903350133412,0.000779,14,5,TYR,Q96PJ5,-6.506,0.009,-0.08836092052832714,Non-essential,77.9,29.3,24.3,0.20088081808209596,1977
CNTN6,2282,0.1084948667618636,0.2436974787868088,0.0061236754705045,0.0305959086866291,0.000516,32,2,TYR,Q9UQ52,-4.608,0.124,0.02296869607761495,Non-essential,86.1,8.6,5.1,0.2008740136146665,1978
ITGA9,2163,0.113247521027117,0.2268907561118565,0.0640012652222046,0.01096946338571,0.000185,41,10,TYR,Q13797,1.218,0.772,-0.1304168122520326,Non-essential,85.1,12.3,4.0,0.2008544467911284,1979
CEACAM21,1971,0.1235639002314273,0.302521008149142,0.0022331171912067,0.0062852060480284,0.000106,3,2,TYR,Q3KPI0,0.165,0.546,0.02370652015546465,Non-essential,85.2,22.2,7.8,0.2008119336620085,1980
UNC5D,1810,0.1329653023892318,0.2605042014617612,0.0349833939585639,0.0608953453898606,0.001027,23,3,CYS,Q6UXZ4,-5.574,0.127,0.08067774143136056,Non-essential,74.6,29.5,24.6,0.20064615534872254,1981
OR1Q1,2256,0.1094176343315115,0.2605042014617612,0.0173272180926775,5.929439667951378e-05,1e-06,12,2,TYR,Q15612,-9.966,0.001,-0.08621337929517639,Non-essential,88.0,9.9,1.9,0.20062309863395567,1982
SPACA4,1864,0.12890377495532,0.2857142854741897,0.0050861932626917,0.0436406759561221,0.000736,3,4,LYS,Q8TDM5,-3.308,0.125,-0.02210081299557285,Non-essential,81.3,26.6,7.3,0.20058171722066986,1983
TREH,2307,0.1074568997795388,0.252100840124285,0.0184975486319784,0.0035576638007708,6e-05,31,5,LYS,O43280,-3.816,0.112,-0.0294703369017261,Non-essential,92.4,8.2,7.5,0.20054909715168706,1984
SLC31A1,1560,0.155154488498057,0.3697478988489514,0.0082935315514787,0.0158908983101096,0.000268,5,2,TYR,O15431,3.787,0.999,-0.26185945407777805,Non-essential,70.3,50.0,18.4,0.20045787206253007,1985
OR10D4P,1981,0.1229695319561675,0.2605042014617612,0.0434667088407401,0.0190927957308034,0.000322,12,10,TYR,Q8NGN7,-9.966,0.0,,No data,90.6,6.4,2.7,0.2004163466545023,1986
LDLR,1857,0.1295274481048751,0.2857142854741897,0.047129527123201,0.0036762525941298,6.2e-05,34,3,SER,P01130,4.199,0.962,-0.20989070622437325,Non-essential,75.4,27.3,16.9,0.2004014448452991,1987
PTCHD1,2218,0.1109414351077157,0.2352941174493327,0.0519879803890558,0.0040913133708864,6.9e-05,51,11,TYR,Q96NR3,-4.608,0.094,0.0142016799771316,Non-essential,84.2,11.1,6.0,0.200272764547252,1988
FCER1A,1966,0.1238472214809758,0.302521008149142,0.0042448204965997,0.0052179069077972,8.8e-05,10,3,SER,P12319,0.126,0.518,-0.0035051106161919,Non-essential,84.4,23.0,5.4,0.20024803470329894,1989
VASN,1715,0.1399984503798079,0.2268907561118565,0.0516590226158469,0.1124814705010376,0.001897,18,7,LYS,Q6EMK4,3.529,0.968,-0.00044862322643945,Non-essential,73.8,35.2,25.1,0.20024688791837092,1990
PCDHGC3,1768,0.1354028672842368,0.2100840334369042,0.0131519848173335,0.1580788615475837,0.002666,14,6,LYS,Q9UN70,5.141,0.998,-0.15571868622069765,Non-essential,74.7,31.2,27.3,0.20013712329414574,1991
HTR1B,1855,0.1296582022400874,0.252100840124285,0.0557393642258421,0.0403201897420693,0.00068,19,11,TYR,P28222,-3.816,0.045,-0.0168467920033658,Non-essential,79.2,27.2,19.5,0.20005018253547763,1992
NRXN1,2020,0.1203213745302175,0.2100840334369042,0.059174442511466,0.0617847613400533,0.001042,61,5,LYS,Q9ULB1,-3.816,0.154,0.026885473280820603,Non-essential,82.0,18.8,14.5,0.19996921266579631,1993
OR51D1,2170,0.1127602718743735,0.2605042014617612,0.0260382729716906,0.0024903646605395,4.2e-05,13,3,SER,Q8NGF3,-9.966,0.0,0.01936401555401965,Non-essential,85.3,13.6,3.7,0.19970862991967392,1994
OR5AK2,2203,0.111519836659316,0.2605042014617612,0.0188201802941641,0.0055736732878742,9.4e-05,15,4,TYR,Q8NH90,-9.966,0.0,-0.05518172456880905,Non-essential,84.3,12.6,2.3,0.19967493390712598,1995
SLC16A8,1906,0.1271049222681895,0.2436974787868088,0.0812019610944172,0.017551141417136,0.000296,13,9,LYS,O95907,-0.86,0.309,-0.0338644692826163,Non-essential,77.1,25.4,22.8,0.19958239320327137,1996
LINGO4,2139,0.1144453164584884,0.2689075627992374,0.0198576625019769,0.0030833086273347,5.2e-05,22,1,SER,Q6UY18,-3.626,0.069,0.0132046488756959,Non-essential,85.5,15.3,12.8,0.19955288976206098,1997
CLDN24,2091,0.1169414833527672,0.2605042014617612,0.0043397121619484,0.0381262970649273,0.000643,8,2,LYS,A6NM45,-9.966,0.019,0.1679629538067124,Non-essential,85.3,17.3,13.2,0.19949297281833533,1998
OR8G5,2115,0.1155163551414113,0.2605042014617612,0.0308967262375454,0.006818855618144,0.000115,11,5,CYS,Q8NG78,-9.966,0.013,-8.30750476147605e-05,Non-essential,83.6,16.2,12.4,0.19940536597553876,1999
MOG,2107,0.1160480316308845,0.1848739494244757,0.0130823975960778,0.1272457752742365,0.002146,6,2,CYS,Q16653,-9.966,0.089,-0.16667425306432485,Non-essential,84.7,15.4,0.4,0.1993879255161451,2000
OR52Z1,1933,0.1256721962513709,0.2605042014617612,0.0693151984817333,0.0022531870738215,3.8e-05,12,7,SER,P0C646,-9.966,0.0,,No data,87.0,9.7,1.0,0.1993685669005051,2001
SLC5A4,2227,0.1104977908290622,0.252100840124285,0.0227044124624387,0.0094871034687222,0.00016,35,12,TYR,Q9NY91,-3.458,0.037,-0.00794629219303695,Non-essential,85.1,12.1,5.2,0.19918317302629002,2002
OR4C5,2219,0.110894055806361,0.2605042014617612,0.0208255574885339,0.0014823599169878,2.5e-05,18,7,SER,Q8NGB2,-9.966,0.0,0.1210971608820673,Non-essential,86.2,12.6,9.2,0.19915344986299682,2003
CLDN2,1885,0.1280695983020607,0.3109243694866181,0.0090716432073382,0.0032611918173732,5.5e-05,10,4,SER,P57739,-2.826,0.327,0.048685475546469154,Non-essential,79.4,27.8,9.6,0.1991067380764942,2004
OR9G4,2242,0.1099773713731,0.2605042014617612,0.0172955875375612,0.0019567150904239,3.3e-05,22,9,CYS,Q8NGQ1,-9.966,0.0,-0.0291741005251532,Non-essential,86.0,11.9,7.3,0.19908954616861269,2005
PTGDR2,1951,0.1250144006458261,0.2436974787868088,0.0406136327692551,0.0511710643344203,0.000863,15,9,LYS,Q9Y5Y4,-2.932,0.087,0.09138615405209065,Non-essential,81.0,24.3,15.7,0.19894029185130196,2006
SLC39A2,2059,0.1185973256106249,0.2689075627992374,0.0086161632136643,0.028164838422769,0.000475,17,2,TYR,Q9NP94,-3.171,0.223,0.059066361544884705,Non-essential,82.5,19.4,11.0,0.19891289738884144,2007
FCGR3B,2145,0.1142212206327123,0.2773109241367135,0.0012652222046496,0.0097242810554402,0.000164,3,3,TYR,O75015,-0.134,0.477,0.1890550610403517,Non-essential,88.6,15.9,4.3,0.19890619926287217,2008
CLDN15,1875,0.1284675788263126,0.1848739494244757,0.0055037165902261,0.1762229469315149,0.002972,2,2,LYS,P56746,2.322,0.987,0.0190966510758049,Non-essential,81.8,26.3,12.7,0.19883754817900173,2009
OR56A1,2083,0.1172312087347497,0.2605042014617612,0.0427202277399968,0.0007115327601541,1.2e-05,15,3,SER,Q8NGH5,-9.966,0.0,-0.048892425963802805,Non-essential,84.5,18.2,3.5,0.19883441063665414,2010
GALR1,2073,0.1179409276420397,0.2184873947743803,0.0561632136643998,0.0456566854432256,0.00077,9,7,LYS,P47211,-9.966,0.046,0.09548539588540639,Non-essential,83.8,18.1,10.0,0.19882556294793946,2011
LRRC37A,978,0.2146587664912433,0.2268907561118565,0.0864146765775739,0.3265935369107619,0.005508,43,8,LYS,A6NMS7,-0.357,0.372,,No data,42.0,83.9,77.7,0.19876381801123372,2012
GP1BA,1492,0.1618587049334331,0.2605042014617612,0.0124687648268227,0.1797213163356062,0.003031,16,2,LYS,P07359,-1.732,0.121,-0.023376867820973,Non-essential,64.3,55.5,47.1,0.19872399080222364,2013
TSPAN18,2406,0.098596533584193,0.2352941174493327,0.0149296220148663,0.0,0.0,11,0,,Q96SJ8,2.483,0.914,-0.0463638136036674,Non-essential,90.6,2.4,0.0,0.19868534661098303,2014
TMEM231,2380,0.1018264396581151,0.252100840124285,0.0023975960778111,0.0008894159501927,1.5e-05,9,1,TYR,Q9H6L2,2.568,0.942,0.08492528575445685,Non-essential,88.4,5.4,3.2,0.1986570470505007,2015
GPR119,2246,0.1097395581744561,0.2605042014617612,0.018459591965839,0.0,0.0,14,0,,Q8TDV5,-9.966,0.006,0.07894111167535131,Non-essential,86.7,12.2,6.0,0.19859136850307618,2016
SLC16A6,1893,0.1275442159580495,0.2689075627992374,0.0425304444092993,0.0240735250518825,0.000406,18,5,LYS,O15403,0.016,0.504,-0.1630452943724568,Non-essential,76.4,27.3,22.0,0.19846863934502856,2017
PLXDC2,1654,0.1459838025095272,0.2941176468116659,0.0938035742527281,0.0006522383634746,1.1e-05,23,4,TYR,Q6UX71,3.35,0.948,0.09705894119739561,Non-essential,69.6,43.1,31.9,0.19845512953813377,2018
CDHR3,1948,0.1251064853732864,0.201680672099428,0.0027834888502293,0.1453305662614882,0.002451,16,1,LYS,Q6ZTQ4,0.596,0.646,0.034234319968294805,Non-essential,77.6,24.3,16.8,0.19831674901272917,2019
SLC24A3,1710,0.1408510327254712,0.1932773107619518,0.1344804681322157,0.0773198932700859,0.001304,30,7,CYS,Q9HC58,1.305,0.695,0.08770380567697295,Non-essential,70.3,37.4,25.9,0.19819714911725855,2020
NPSR1,1956,0.1247415591141827,0.2605042014617612,0.0627739996836944,0.0056922620812333,9.6e-05,13,7,TYR,Q6W5P4,-9.966,0.066,0.13476318145985228,Non-essential,81.4,25.1,12.9,0.19819303595284837,2021
ADRB1,1729,0.1387497998477877,0.2268907561118565,0.0493942748695239,0.1105840498072932,0.001865,16,7,LYS,P08588,-2.315,0.216,0.1053342060770864,Non-essential,75.3,36.3,26.2,0.19810634580835407,2022
UNC5A,1950,0.1250342665610918,0.2941176468116659,0.0229637830143919,0.0016602431070263,2.8e-05,31,2,TYR,Q6ZN44,-1.938,0.285,0.0762510827085777,Non-essential,77.4,26.0,19.8,0.19809718291443762,2023
SYPL1,2039,0.1195950144113183,0.2941176468116659,0.0038842321682745,0.0026089534538986,4.4e-05,5,2,TYR,Q16563,6.258,1.0,0.06458413788332085,Non-essential,82.7,21.6,5.0,0.19796447278962637,2024
MYADML2,2254,0.1094502958570486,0.2605042014617612,0.0126332437134271,0.0048621405277201,8.2e-05,9,3,SER,A6NDP7,-4.608,0.047,0.0838017183957087,Non-essential,86.4,12.7,4.6,0.19785031657190322,2025
FSHR,2035,0.1196715838020514,0.2605042014617612,0.0435616005060888,0.0080047435517343,0.000135,31,5,LYS,P23945,-9.966,0.004,0.06241713670771325,Non-essential,81.8,21.3,12.5,0.1977680565260722,2026
VSIG10,1896,0.127417364393788,0.302521008149142,0.01739047920291,0.0039727245775274,6.7e-05,14,2,SER,Q8N0Z9,3.644,0.999,-0.0838848842841073,Non-essential,77.1,28.5,23.1,0.19772315379730904,2027
SIT1,1241,0.1879058733160702,0.403361344198856,0.000841372766092,0.0876964126890008,0.001479,2,3,CYS,Q9Y3P8,0.507,0.599,-0.01242132388664505,Non-essential,60.8,80.6,23.5,0.19771091683337277,2028
PSCA,1822,0.1321539242094137,0.302521008149142,0.0011007433180452,0.0360509931811443,0.000608,2,4,LYS,O43653,-0.028,0.498,0.0950336578195071,Non-essential,81.3,32.5,6.1,0.19767028697699707,2029
OR51B2,2103,0.1161765136158377,0.2605042014617612,0.0323264273287996,0.0075896827749777,0.000128,13,7,TYR,Q9Y5P1,-9.966,0.0,,No data,89.2,3.5,1.0,0.19765549803756072,2030
CD46,1926,0.1260332887146243,0.2941176468116659,0.0052443460382729,0.0227097539282537,0.000383,7,4,TYR,P15529,6.431,1.0,0.00786283602021955,Non-essential,82.1,27.3,16.1,0.19762970137571473,2031
OR4N4,2057,0.1187180308762696,0.2605042014617612,0.0420433338605092,0.0063445004447079,0.000107,18,6,TYR,Q8N0Y3,-9.966,0.005,,No data,86.4,5.7,1.6,0.1975734290879207,2032
NTRK1,1976,0.1232530975392459,0.252100840124285,0.0647477463229479,0.0099614586421583,0.000168,35,4,TYR,P04629,-2.315,0.077,0.0026552902342914,Non-essential,78.2,24.4,14.9,0.19751259528477633,2033
TPBG,2014,0.1205738142028923,0.2941176468116659,0.007028309346829,0.0027275422472576,4.6e-05,16,3,SER,Q13641,3.391,0.907,0.0476061430982158,Non-essential,82.2,22.9,14.0,0.19748013928260472,2034
OR5V1,2258,0.1094066057425255,0.2605042014617612,0.0155116242290052,0.0018381262970649,3.1e-05,11,3,CYS,Q9UGF6,-9.966,0.0,0.11932990063421614,Non-essential,85.6,13.1,3.7,0.19741390814313398,2035
HTR4,2004,0.1210505446730585,0.252100840124285,0.0592440297327218,0.0081233323450933,0.000137,20,9,TYR,Q13639,-6.506,0.018,0.0965349950339082,Non-essential,80.9,22.7,15.7,0.19737713456295353,2036
IL22RA1,1489,0.1620543273363509,0.403361344198856,0.0023659655226949,0.0,0.0,5,0,,Q8N6P7,0.152,0.519,-0.10873239667652321,Non-essential,61.7,59.4,52.3,0.19736796185027328,2037
GPR32,1984,0.122823371784119,0.2605042014617612,0.0534746164795192,0.0085976875185294,0.000145,15,6,TYR,O75388,-9.966,0.002,-0.02596934822944855,Non-essential,80.8,24.4,11.5,0.19729454651112854,2038
UPK3A,1913,0.1268484289364737,0.3109243694866181,0.0026885971848805,0.0055736732878742,9.4e-05,11,1,SER,O75631,-2.053,0.241,0.04830785009474675,Non-essential,78.6,28.6,18.1,0.19728909693850505,2039
OR7A2P,1837,0.130854313650244,0.2605042014617612,0.047869682112921,0.040972428105544,0.000691,11,4,TYR,Q8NGA2,-9.966,0.0,,No data,84.2,16.1,3.2,0.19728699806623268,2040
MTNR1A,2154,0.1137980153413815,0.2605042014617612,0.0238051557804839,0.0081826267417729,0.000138,17,3,TYR,P48039,-9.966,0.017,-0.0038783078754284503,Non-essential,85.7,16.9,10.6,0.19727341614218064,2041
HEPACAM2,1868,0.1286237038806493,0.2689075627992374,0.0184975486319784,0.051704713904536,0.000872,12,2,TYR,A8MVW5,-4.035,0.169,0.0032480890218651503,Non-essential,78.6,29.4,20.6,0.19726821261386168,2042
CLRN1,2311,0.1069061329956059,0.2605042014617612,0.0059908271390162,0.0030240142306552,5.1e-05,9,3,TYR,P58418,-9.966,0.008,0.06856252710414446,Non-essential,90.8,11.2,0.0,0.19723018085403426,2043
TCIRG1,2228,0.1104645361311011,0.1932773107619518,0.0324213189941483,0.0780907204269196,0.001317,46,4,LYS,Q13488,5.616,1.0,-0.04488156948784,Non-essential,83.0,13.1,7.5,0.1971750686219501,2044
GPR68,2022,0.120227239065552,0.2773109241367135,0.0262660129685275,0.0047435517343611,8e-05,13,8,TYR,Q15743,1.022,0.685,-0.058550821059283054,Non-essential,80.4,22.7,16.4,0.1971112146235719,2045
NPFFR2,1699,0.1417152044747889,0.2689075627992374,0.0913680215087774,0.0224725763415357,0.000379,21,8,TYR,Q9Y5X5,-4.608,0.101,0.10484810307769554,Non-essential,69.4,40.6,34.5,0.19697779644231134,2046
ADRB3,1882,0.1282010436599183,0.2605042014617612,0.0775075122568401,0.0024903646605395,4.2e-05,16,9,TYR,P13945,-5.574,0.016,0.03385583435536525,Non-essential,78.9,29.2,20.8,0.19697593974096134,2047
FAIM2,1784,0.1346691243041125,0.2100840334369042,0.0689925668195476,0.0997924696116216,0.001683,9,9,CYS,Q9BWQ8,0.03,0.506,0.01600954606449735,Non-essential,77.3,33.9,23.1,0.19682567081070879,2048
ITM2C,1774,0.1351565385805412,0.3277310921615705,0.0118867626126838,0.0016602431070263,2.8e-05,13,1,TYR,Q9NQX7,6.274,1.0,-0.04190971418088245,Non-essential,76.2,36.3,19.5,0.1967926336864772,2049
CD164L2,1520,0.1592357631271551,0.3949579828613799,0.0041752332753439,0.0,0.0,9,2,CYS,Q6UWJ8,-1.026,0.367,0.0066776950584924,Non-essential,65.7,57.5,17.2,0.19677910232031892,2050
PRTG,1877,0.1284294307093207,0.2605042014617612,0.0518235015024513,0.0289356655796027,0.000488,32,8,TYR,Q2VWP7,-1.732,0.244,0.09279159661754725,Non-essential,73.8,29.6,21.9,0.1967662622821299,2051
EREG,1692,0.14231444829882,0.2352941174493327,0.0209584058200221,0.1396975985769344,0.002356,9,5,CYS,O14944,-3.626,0.211,0.03853495121914225,Non-essential,68.7,40.8,23.7,0.1967169422065056,2052
SLC13A1,2161,0.113356129640779,0.2605042014617612,0.0270757551795034,0.0034390750074117,5.8e-05,31,5,SER,Q9BZW2,-9.966,0.067,0.12620859726160188,Non-essential,82.0,17.1,9.6,0.1967051780583452,2053
SIGLEC7,1825,0.1320356600181945,0.3277310921615705,0.0031440771785544,0.0,0.0,12,1,CYS,Q9Y286,0.423,0.608,-0.0742417502303057,Non-essential,74.3,33.8,24.2,0.19669190155118826,2054
OR7E24,2276,0.1087339321461759,0.2605042014617612,0.0149296220148663,0.0001778831900385,3e-06,21,1,SER,Q6IFN5,-9.966,0.009,-0.13791523726352825,Non-essential,85.2,13.3,8.8,0.19665334681284263,2055
ICAM4,2034,0.1196872403616158,0.2857142854741897,0.0043080816068321,0.0136970056329676,0.000231,9,2,TYR,Q14773,-1.884,0.253,-0.0238329054040188,Non-essential,83.2,22.9,15.1,0.19660127172591635,2056
BEST2,1965,0.1239290958604727,0.252100840124285,0.0108492804048711,0.0661132522976578,0.001115,19,3,CYS,Q8NFU1,-6.506,0.031,-0.0617051984676572,Non-essential,80.3,26.1,25.0,0.196375927219132,2057
