gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
ITGA1,P56199,51,873.5,7,0.000236,TYR,0.2100840334369042,-0.006,0.0552585797880752,0.0139934776163652,0.1048092305960938,2352,15.8,0.842,0.1778053550434303,2149
NUP210L,Q5VU65,93,238.1,3,8.4e-05,SER,0.252100840124285,-0.001,0.0150624703463545,0.0049807293210791,0.1068532959499441,2312,16.2,0.838,0.17779921747767588,2150
GPR21,Q99679,12,124.4,5,0.000193,TYR,0.2605042014617612,-0.0,0.007869682112921,0.0114438185591461,0.1099957307863246,2241,18.6,0.814,0.17779832978527924,2151
RXFP4,Q8TDU9,24,346.1,5,3.9e-05,TYR,0.2689075627992374,0.001,0.0218946702514629,0.002312481470501,0.1148251706362841,2131,23.5,0.765,0.17776416842279721,2152
IL4R,P24394,9,53.2,4,0.004583,LYS,0.2268907561118565,-0.004,0.0033654910643681,0.2717462199822116,0.1732898157587165,1381,70.7,0.2929999999999999,0.1776579669540131,2153
CHRNG,P07510,15,253.4,1,0.000112,SER,0.2605042014617612,0.0,0.0160303653329115,0.0066409724281055,0.1110030819130096,2214,20.1,0.7989999999999999,0.17754582321851625,2154
GPR152,Q8TDT2,12,1078.3,8,0.000622,TYR,0.2605042014617612,0.0,0.0682144551636881,0.0368811147346575,0.1357303515542081,1761,43.4,0.5660000000000001,0.17746108574438724,2155
CLEC7A,Q9BXN2,5,278.0,5,0.000524,TYR,0.2857142854741897,0.003,0.0175865886446307,0.0310702638600652,0.1288827699410846,1865,35.6,0.6439999999999999,0.17744354247437188,2156
LTB4R2,Q9NPC1,16,1108.0,12,0.000158,TYR,0.2100840334369042,-0.006,0.0700933101375929,0.0093685146753631,0.1078721608186485,2303,19.6,0.804,0.17729953341303512,2157
OR2W3,Q7Z3T1,21,801.3,4,0.000415,TYR,0.2436974787868088,-0.002,0.0506911276292898,0.0246071746219982,0.1200684821901099,2025,29.6,0.704,0.17705324951966955,2158
MRGPRX1,Q96LB2,18,122.9,5,0.000352,TYR,0.2605042014617612,0.0,0.0077747904475723,0.0208716276311888,0.1127956060083328,2167,21.7,0.783,0.1770268145536853,2159
ASTN1,O14525,59,329.7,3,0.00262,LYS,0.2352941174493327,-0.003,0.0208571880436501,0.1553513193003261,0.1469801991829259,1641,50.6,0.494,0.176847927345443,2160
ITM2B,Q9Y287,14,208.4,2,1.4e-05,TYR,0.302521008149142,0.005,0.0131836153724497,0.0008301215535131,0.1252125243374457,1943,33.5,0.665,0.17654496785231288,2161
OR14I1,A6ND48,20,153.6,4,9.7e-05,CYS,0.2605042014617612,0.0,0.0097169065317096,0.0057515564779128,0.1088422194875912,2273,19.0,0.81,0.17652943159060752,2162
TEX101,Q9BY14,10,97.8,5,0.000857,LYS,0.2605042014617612,0.0,0.0061869365807369,0.0508152979543433,0.1213023509452285,2000,29.3,0.7070000000000001,0.17643637597442333,2163
PTGER1,P34995,16,927.2,5,0.000499,TYR,0.252100840124285,-0.001,0.0586557014075597,0.0295879039430773,0.1273134176549051,1900,36.8,0.632,0.176428980451537,2164
CD177,Q8N6Q3,19,169.0,3,2e-06,SER,0.252100840124285,-0.001,0.0106911276292898,0.000118588793359,0.1040832509765087,2364,15.1,0.849,0.17637227953062645,2165
CHRND,Q07001,13,200.7,1,0.000113,SER,0.252100840124285,-0.001,0.0126965048236596,0.006700266824785,0.1066593675442474,2313,17.4,0.8260000000000001,0.17631931219679386,2166
ITGAE,P38570,63,416.8,5,3.7e-05,CYS,0.252100840124285,-0.001,0.0263672307448995,0.002193892677142,0.1094086730763265,2257,20.4,0.796,0.1762939364362551,2167
GPR32P1,Q8NGA4,13,119.8,3,0.0004,CYS,0.2605042014617612,0.0,0.0075786810058516,0.0237177586718055,0.1135906124880016,2158,23.2,0.768,0.17617951448132327,2168
ATP6V0A2,Q9Y487,43,330.8,0,0.0,,0.2436974787868088,-0.002,0.0209267752649059,0.0,0.1037570240941953,2365,15.4,0.846,0.17617215015485485,2169
ROR1,Q01973,35,1599.5,13,0.000281,TYR,0.2352941174493327,-0.003,0.101186145816859,0.0166617254669433,0.1294720083648738,1859,40.8,0.5920000000000001,0.17607421621905997,2170
PRSS41,Q7RTY9,18,261.6,4,8.7e-05,SER,0.2605042014617612,0.0,0.0165491064368179,0.0051586125111176,0.1107139962690851,2223,21.4,0.786,0.17603085557044118,2171
SIGLEC16,A6NMB1,15,120.3,3,4e-06,TYR,0.2605042014617612,-0.0,0.0076103115609678,0.000237177586718,0.1065559273290102,2316,17.5,0.825,0.17601885837658626,2172
KCNMB4,Q86W47,4,157.7,1,0.000208,TYR,0.2268907561118565,-0.004,0.0099762770836628,0.0123332345093388,0.0974491559226431,2411,9.5,0.905,0.17598795639158332,2173
CRHR1,P34998,20,372.2,4,0.000646,TYR,0.252100840124285,-0.001,0.0235457852285307,0.0383041802549659,0.119395325694763,2046,28.9,0.7110000000000001,0.17597507467580045,2174
OR12D3,Q9UGF7,18,179.7,7,2.5e-05,SER,0.2605042014617612,0.0,0.0113680215087774,0.0014823599169878,0.108056795012434,2296,19.0,0.81,0.1759574669434966,2175
TMEM132E,Q6IEE7,35,1173.5,11,7.5e-05,SER,0.2605042014617612,-0.0,0.0742369128578206,0.0044470797509635,0.1278068783673397,1888,38.9,0.611,0.17565931430670345,2176
LHCGR,P22888,37,657.9,5,3e-05,TYR,0.2436974787868088,-0.002,0.0416194844219516,0.0017788319003854,0.1104984864114246,2226,22.6,0.774,0.1756246708770649,2177
LINGO3,P0C6S8,24,85.0,3,4.5e-05,SER,0.252100840124285,-0.001,0.0053771943697611,0.0026682478505781,0.1032539687158158,2370,14.9,0.851,0.17561551431707262,2178
FCAR,P24071,8,104.5,1,0.000581,TYR,0.252100840124285,-0.001,0.0066107860192946,0.0344500444707975,0.1131585851967416,2165,23.3,0.767,0.17553104096698752,2179
PCDH11X,Q9BZA7,21,108.5,2,0.002182,LYS,0.2436974787868088,-0.002,0.0068638304602245,0.129380373554699,0.1383522527192006,1731,44.2,0.558,0.1754983601021252,2180
ITLN1,Q8WWA0,9,123.9,7,0.000129,TYR,0.2352941174493327,-0.003,0.0078380515578048,0.0076489771716572,0.0987637555985717,2404,11.2,0.888,0.1754166008675222,2181
PTGDR,Q13258,19,438.8,2,0.000158,CYS,0.252100840124285,-0.001,0.0277589751700142,0.0093685146753631,0.1119785830033272,2186,23.7,0.763,0.17520511526334479,2182
RNFT1,Q5M7Z0,19,532.5,4,0.000348,TYR,0.2773109241367135,0.002,0.033686541198798,0.0206344500444707,0.127220667027666,1902,37.2,0.6279999999999999,0.1751233983186068,2183
HTR6,P50406,19,1184.3,9,6.4e-05,SER,0.2605042014617612,0.0,0.0749201328483314,0.0037948413874888,0.1278161728554505,1887,39.5,0.605,0.17510122071298803,2184
OR10AD1,Q8NGE0,17,291.3,5,3.3e-05,TYR,0.2605042014617612,-0.0,0.0184279614107227,0.0019567150904239,0.1103170835350484,2235,22.1,0.779,0.1750940377074392,2185
MRGPRE,Q86SM8,13,145.9,4,6.7e-05,TYR,0.252100840124285,-0.001,0.0092297959829195,0.0039727245775274,0.104801092217848,2354,17.0,0.83,0.17499741398275745,2186
TMEM106A,Q96A25,8,20.0,0,0.0,,0.302521008149142,0.005,0.0012652222046496,0.0,0.1213879699210517,1999,31.3,0.687,0.17496191951359458,2187
INSRR,P14616,62,490.5,3,4.5e-05,TYR,0.252100840124285,-0.001,0.0310295745690336,0.0026682478505781,0.1109496827755975,2217,23.3,0.767,0.17491122837685436,2188
SLC38A2,Q96QD8,17,660.5,12,0.000859,TYR,0.2100840334369042,-0.006,0.041783963308556,0.0509338867477023,0.1118489683916392,2189,23.9,0.761,0.17489807238240884,2189
GLRA1,P23415,17,63.5,0,0.0,,0.2605042014617612,0.0,0.0040170804997627,0.0,0.1054068047346333,2341,17.5,0.825,0.17488159466154524,2190
GLRA3,O75311,17,67.1,0,0.0,,0.2605042014617612,0.0,0.0042448204965997,0.0,0.1054751267336843,2340,17.7,0.823,0.1747499166605963,2191
ESAM,Q96AP7,4,145.9,2,0.002467,LYS,0.2100840334369042,-0.006,0.0092297959829195,0.1462792766083605,0.1306863351521456,1838,38.2,0.618,0.17466816964988244,2192
DLL4,Q9NR61,13,312.8,8,0.00078,TYR,0.252100840124285,-0.001,0.0197880752807211,0.0462496294100207,0.1206516474569365,2012,31.1,0.6890000000000001,0.17463412398022127,2193
LILRA5,A6NI73,3,34.3,0,0.0,,0.2857142854741897,0.003,0.0021698560809742,0.0,0.1149366710139681,2129,26.1,0.739,0.17455095674025867,2194
GRIN3B,O60391,53,721.9,4,1.2e-05,SER,0.252100840124285,-0.001,0.0456681954768306,0.0007115327601541,0.1147542545208094,2132,27.8,0.722,0.17431363587658746,2195
DRD3,P35462,13,676.4,11,0.000209,TYR,0.2605042014617612,0.0,0.0427898149612525,0.0123925289060183,0.1207563837448857,2008,32.8,0.672,0.17431154722649672,2196
TMEM95,Q3KNT9,3,11.3,2,7.2e-05,SER,0.2605042014617612,0.0,0.000714850545627,0.0042691965609249,0.10569689471667,2337,18.2,0.8180000000000001,0.17425822481553574,2197
SELE,P16581,8,46.6,1,1.4e-05,TYR,0.252100840124285,-0.001,0.0029479677368337,0.0008301215535131,0.1019737628368181,2378,15.1,0.849,0.17422721475292813,2198
CLDN19,Q8N6F1,6,83.5,2,0.000572,TYR,0.252100840124285,-0.001,0.0052823027044124,0.0339163949006818,0.1125999453312423,2171,24.1,0.759,0.17419908357999392,2199
PTTG1IP,P53801,3,47.6,0,0.0,,0.3109243694866181,0.006,0.0030112288470662,0.0,0.1252731164487671,1941,35.6,0.6439999999999999,0.1741268979744362,2200
HTR2C,P28335,23,967.2,10,0.000161,TYR,0.2605042014617612,0.0,0.061186145816859,0.0095463978654017,0.1254214436893827,1940,37.8,0.6220000000000001,0.17411891372302454,2201
TMEM213,A2RRL7,1,35.8,3,0.001797,CYS,0.2857142854741897,0.003,0.0022647477463229,0.1065520308330862,0.1469307477634986,1644,53.3,0.4670000000000001,0.17401743194813482,2202
DRD1,P21728,18,690.7,9,0.00074,LYS,0.252100840124285,-0.001,0.0436944488375771,0.0438778535428402,0.1271120267638392,1905,38.3,0.617,0.17401309208048293,2203
SLC7A2,P52569,33,469.5,4,0.001225,LYS,0.1848739494244757,-0.009,0.0297010912541515,0.0726356359324043,0.104650597925757,2359,17.8,0.822,0.17397511865791299,2204
PCDHB7,Q9Y5E2,19,98.8,4,0.000303,TYR,0.2436974787868088,-0.002,0.0062501976909694,0.0179662021938926,0.1047439114801821,2357,17.7,0.823,0.17396072743114704,2205
LYPD4,Q6UWN0,8,30.7,1,0.0,CYS,0.2605042014617612,0.0,0.0019421160841372,0.0,0.1047843154099456,2356,17.9,0.821,0.17385910533685758,2206
MANSC4,A6NHS7,12,588.3,6,0.002051,CYS,0.2605042014617612,-0.0,0.0372165111497706,0.1216128075896827,0.1518504762065405,1593,59.1,0.40900000000000003,0.17364462575396827,2207
SLITRK1,Q96PX8,25,475.6,7,0.001233,LYS,0.2100840334369042,-0.006,0.0300869840265696,0.0731099911058404,0.1149927059144847,2127,27.2,0.728,0.17363300468734744,2208
CCKAR,P32238,17,519.7,6,0.000123,TYR,0.2605042014617612,0.0,0.0328767989878222,0.0072932107915801,0.1162526835185251,2102,29.4,0.706,0.17346281290585808,2209
LRRC52,Q8N7C0,5,24.1,1,1.1e-05,TYR,0.2605042014617612,0.0,0.0015245927566028,0.0006522383634746,0.1048547299207277,2351,18.5,0.815,0.1732969079294659,2210
LTK,P29376,44,1089.0,11,0.000184,TYR,0.2352941174493327,-0.003,0.0688913490431757,0.0109101689890305,0.1180581023893949,2069,32.5,0.675,0.1732478880674768,2211
LILRB3,O75022,11,972.3,7,0.000929,LYS,0.2184873947743803,-0.005,0.0615087774790447,0.0550844945152683,0.122372939508046,1987,35.5,0.645,0.1731943450435636,2212
KCNK5,O95279,16,245.2,3,0.000439,TYR,0.302521008149142,0.005,0.0155116242290052,0.0260302401423065,0.1334709625710503,1805,43.9,0.5609999999999999,0.1731434001564779,2213
TAS2R14,Q9NYV8,18,245.2,2,0.000319,TYR,0.2352941174493327,-0.003,0.0155116242290052,0.0189149125407648,0.1044456080106641,2360,18.6,0.814,0.1731351565111592,2214
LGR4,Q9BXB1,45,193.5,2,1.8e-05,SER,0.2689075627992374,0.001,0.0122410248299857,0.0010672991402312,0.11155552231076,2201,25.2,0.748,0.17285677921378662,2215
KCNMB1,Q16558,7,156.7,3,2.1e-05,SER,0.2268907561118565,-0.004,0.0099130159734303,0.0012451823302697,0.0941037619358526,2429,9.9,0.901,0.1727969650137463,2216
ASIC4,Q96FT7,24,397.8,5,0.000147,TYR,0.2436974787868088,-0.002,0.0251652696504823,0.0087162763118885,0.1076434553034347,2304,22.3,0.777,0.1727227675484999,2217
F2RL3,Q96RI0,16,78.3,4,8e-06,TYR,0.2689075627992374,0.001,0.0049533449312035,0.0004743551734361,0.1091913351510868,2266,23.1,0.769,0.17262223925245318,2218
LRP11,Q86VZ4,13,245.8,2,0.000119,TYR,0.3277310921615705,0.008,0.0155495808951447,0.0070560332048621,0.1378741210946302,1736,48.6,0.514,0.17253476482630858,2219
FCRL2,Q96LA5,7,18.4,0,0.0,,0.2773109241367135,0.002,0.0011640044282777,0.0,0.1112735709831687,2209,25.0,0.75,0.17240802477633305,2220
LRRC38,Q5VT99,7,60.4,6,8.5e-05,SER,0.2436974787868088,-0.002,0.003820971058042,0.0050400237177586,0.1001372899474637,2395,15.3,0.847,0.17240041482223534,2221
CRLF2,Q9HC73,6,292.4,2,0.000193,TYR,0.2689075627992374,0.001,0.0184975486319784,0.0114438185591461,0.1165454352770323,2095,30.2,0.698,0.17232786620911314,2222
TP53I13,Q8NBR0,12,997.9,4,0.001956,LYS,0.2605042014617612,-0.0,0.0631282619009963,0.1159798399051289,0.157934111126542,1532,66.9,0.33099999999999996,0.17220990905819752,2223
TPBGL,P0DKB5,15,179.2,0,0.0,,0.2773109241367135,0.002,0.0113363909536612,0.0,0.1143252869407837,2141,28.3,0.717,0.17215974073394807,2224
HEPH,Q9BQS7,47,626.7,3,0.000196,TYR,0.1932773107619518,-0.008,0.039645737782698,0.0116217017491847,0.0926911561643455,2436,10.3,0.897,0.17214620553878868,2225
SLC2A12,Q8TD20,25,472.6,2,0.000484,CYS,0.2436974787868088,-0.002,0.0298972006958722,0.0286984879928846,0.1150576981213506,2125,29.3,0.7070000000000001,0.1721378997823659,2226
ZP2,Q05996,40,788.0,9,8.9e-05,SER,0.2605042014617612,0.0,0.0498497548631978,0.0052772013044767,0.1207397674350068,2009,35.4,0.646,0.17205069729669492,2227
CHRNA7,P36544,22,163.3,2,6.5e-05,TYR,0.2605042014617612,-0.0,0.0103305393009647,0.0038541357841683,0.1084570831102444,2283,23.3,0.767,0.17193916624794792,2228
RAET1E,Q8TD07,10,178.7,0,0.0,,0.2605042014617612,0.0,0.0113047603985449,0.0,0.1075931087042679,2305,22.8,0.772,0.1717678986311799,2229
ACKR2,O00590,17,154.1,2,0.000774,LYS,0.2352941174493327,-0.003,0.0097485370868258,0.0458938630299436,0.1108103670147639,2220,25.0,0.75,0.17175096799080009,2230
HTR2B,P41595,21,766.5,4,1.1e-05,SER,0.2773109241367135,0.002,0.0484896409931994,0.0006522383634746,0.1256669334616876,1934,40.1,0.599,0.17166877533667818,2231
NAGPA,Q9UK23,22,139.3,1,6.8e-05,SER,0.2605042014617612,0.0,0.0088122726553851,0.0040320189742069,0.108054968073582,2297,23.3,0.767,0.17152815705178368,2232
SIGLECL1,Q8N7X8,3,18.9,1,1.9e-05,SER,0.2605042014617612,0.0,0.0011956349833939,0.0011265935369107,0.1048983491407958,2350,20.3,0.7969999999999999,0.17151680939086225,2233
FLRT1,Q9NZU1,23,1110.0,10,0.000293,TYR,0.2352941174493327,-0.003,0.0702198323580578,0.0173732582270975,0.1203955741552797,2019,36.4,0.636,0.17136220537145816,2234
VSIG1,Q86XK7,5,81.4,6,5.3e-05,TYR,0.3109243694866181,0.006,0.0051494543729242,0.0031426030240142,0.1268573650137288,1912,39.8,0.6020000000000001,0.17135401638819714,2235
ENG,P17813,33,291.8,7,0.00087,LYS,0.2100840334369042,-0.006,0.018459591965839,0.0515861251111769,0.1050473284978664,2348,20.8,0.792,0.1711638205704624,2236
ITGA10,O75578,51,784.9,11,0.000165,TYR,0.1848739494244757,-0.009,0.0496536454214771,0.0097835754521197,0.0917807460318693,2442,10.9,0.891,0.17114786978803956,2237
CEACAM8,P31997,6,29.7,0,0.0,,0.252100840124285,-0.001,0.0018788549739047,0.0,0.1014039925418854,2386,18.1,0.819,0.17069895053567116,2238
TMEM235,A6NFC5,7,201.2,3,8.4e-05,SER,0.2605042014617612,0.0,0.0127281353787758,0.0049807293210791,0.1095143399946609,2250,25.6,0.744,0.17064009345551895,2239
OR1E3,Q8WZA6,19,480.8,6,4e-05,SER,0.2605042014617612,0.0,0.0304159417997785,0.0023717758671805,0.1140379958847922,2150,30.3,0.6970000000000001,0.1705941970183451,2240
TMEM178B,H3BS89,14,130.6,4,0.000447,TYR,0.2689075627992374,0.001,0.0082619009963624,0.0265045953157426,0.1179929740133265,2071,32.7,0.673,0.17052236610757748,2241
CD84,Q9UIB8,9,130.1,4,0.00011,SER,0.302521008149142,0.005,0.0082302704412462,0.0065223836347465,0.1254341994824546,1939,39.7,0.603,0.1702820298932602,2242
GABRG2,P18507,21,117.2,6,0.002341,CYS,0.1848739494244757,-0.009,0.0074142021192471,0.1388081826267417,0.1178162951935869,2077,31.4,0.6859999999999999,0.17023218859102604,2243
GABRB2,P47870,16,54.3,1,0.000811,LYS,0.252100840124285,-0.001,0.0034350782856239,0.0480877557070856,0.1162971862475268,2100,31.1,0.6890000000000001,0.17018775645595835,2244
PKD2,Q13563,38,798.7,10,0.001964,CYS,0.1932773107619518,-0.008,0.0505266487426854,0.116454195078565,0.1274051774511558,1897,41.8,0.5820000000000001,0.17011860215913,2245
KIR2DS4,P43632,7,188.4,1,1.5e-05,SER,0.2605042014617612,0.0,0.0119183931678,0.0008894159501927,0.1080440233201023,2298,25.0,0.75,0.1699743424495046,2246
GLRB,P48167,13,66.0,1,3.7e-05,SER,0.2605042014617612,0.0,0.0041752332753439,0.002193892677142,0.1061124183704502,2325,23.1,0.769,0.1698775136635051,2247
CDHR1,Q96JP9,25,196.6,1,0.000101,TYR,0.252100840124285,-0.001,0.0124371342717064,0.0059887340646308,0.1063680965506152,2321,23.6,0.764,0.16986361784116938,2248
TMEM114,B3SHH9,12,65.0,2,1.6e-05,SER,0.2605042014617612,0.0,0.0041119721651114,0.0009487103468722,0.1057198853382995,2336,22.9,0.771,0.16974723974786787,2249
LRRC3B,Q96PB8,5,47.1,0,0.0,,0.2352941174493327,-0.003,0.00297959829195,0.0,0.095011526467318,2425,13.5,0.865,0.16974682059485147,2250
IL5RA,Q01344,10,57.3,0,0.0,,0.2605042014617612,-0.0,0.0036248616163213,0.0,0.1052891390696008,2343,22.6,0.774,0.1696639289965128,2251
GRAMD1B,Q3KR37,18,803.8,5,0.000328,TYR,0.2689075627992374,0.001,0.0508492804048711,0.0194485621108805,0.1286523778744204,1867,44.6,0.554,0.16963457162891454,2252
SIGLEC9,Q9Y336,12,43.0,2,0.0,CYS,0.302521008149142,0.005,0.0027202277399968,0.0,0.1218244715816558,1993,37.1,0.629,0.16959842117419874,2253
TSHR,P16473,32,524.8,5,6e-05,TYR,0.2605042014617612,0.0,0.0331994306500079,0.0035576638007708,0.115228808919938,2121,32.5,0.675,0.1695257156568115,2254
CHRM4,P08173,12,718.9,13,0.000136,TYR,0.2605042014617612,-0.0,0.0454784121461331,0.0080640379484138,0.1202644156130685,2021,37.4,0.626,0.16943600364255978,2255
IL20RA,Q9UHF4,17,190.5,3,0.0001,SER,0.3445378148365229,0.01,0.0120512414992883,0.0059294396679513,0.143209330284781,1683,56.4,0.43600000000000005,0.16928596755955733,2256
DPEP3,Q9H4B8,12,116.2,3,6e-06,TYR,0.2605042014617612,-0.0,0.0073509410090147,0.000355766380077,0.106513692801432,2317,24.2,0.758,0.16927069440934006,2257
OR10J3,Q5JRS4,18,379.9,8,2.3e-05,CYS,0.2605042014617612,0.0,0.0240328957773208,0.0013637711236288,0.1118206806549893,2191,29.5,0.7050000000000001,0.16922728202571985,2258
ICAM5,Q9UMF0,21,70.1,2,5.8e-05,SER,0.2436974787868088,-0.002,0.0044346038272971,0.0034390750074117,0.0998410951651362,2397,18.3,0.817,0.16918426747542514,2259
AMHR2,Q16671,22,474.1,1,0.00011,SER,0.252100840124285,-0.001,0.0299920923612209,0.0065223836347465,0.1117946788485042,2193,29.7,0.7030000000000001,0.16916351766055265,2260
TEK,Q02763,50,779.3,5,0.000109,SER,0.1932773107619518,-0.008,0.0492993832041752,0.006463089238067,0.0940396660374533,2430,14.9,0.851,0.16915264603745245,2261
MUC22,E2RYF6,24,799.2,10,6.2e-05,SER,0.2605042014617612,0.0,0.0505582792978016,0.0036762525941298,0.1204720401522839,2016,38.2,0.618,0.16906301744948934,2262
MC1R,Q01726,17,296.4,3,0.000123,CYS,0.2268907561118565,-0.004,0.0187505930729084,0.0072932107915801,0.0985694436040891,2407,18.0,0.8200000000000001,0.16886024525891732,2263
SLAMF1,Q13291,11,156.2,4,4.7e-05,SER,0.2941176468116659,0.004,0.009881385418314,0.0027868366439371,0.1214475253433417,1998,37.9,0.621,0.16870230117056154,2264
LHFPL4,Q7Z7J7,5,88.1,3,0.000363,TYR,0.2268907561118565,-0.004,0.0055733038114818,0.0215238659946635,0.0988854533865862,2403,17.8,0.822,0.16866472228126017,2265
CCR10,P46092,12,1286.7,8,0.000105,SER,0.201680672099428,-0.007,0.0813980705361379,0.0062259116513489,0.1069594634960172,2310,28.2,0.718,0.16836413430847838,2266
GPC2,Q8N158,26,339.5,6,7.5e-05,SER,0.252100840124285,-0.001,0.0214771469239285,0.0044470797509635,0.1086176040521816,2279,27.6,0.724,0.16819020805841917,2267
SLC17A7,Q9P2U7,27,558.6,8,0.000167,CYS,0.2268907561118565,-0.004,0.0353376561758658,0.0099021642454788,0.104328248571146,2362,24.3,0.757,0.16818860255327922,2268
TPRA1,Q86W33,14,401.4,1,2.1e-05,SER,0.2689075627992374,0.001,0.0253930096473193,0.0012451823302697,0.1155544827129716,2113,34.0,0.6599999999999999,0.16804684545649629,2269
GABRB3,P28472,19,52.7,1,0.000734,LYS,0.2352941174493327,-0.003,0.0033338605092519,0.0435220871627631,0.1081744312813376,2290,26.2,0.738,0.1680336210507328,2270
TMEM158,Q8WZ71,8,738.3,7,0.000113,SER,0.3445378148365229,0.01,0.0467056776846433,0.006700266824785,0.1538369092874377,1577,68.3,0.31700000000000006,0.16797500520437225,2271
BTC,P35070,5,47.6,0,0.0,,0.2941176468116659,0.004,0.0030112288470662,0.0,0.1185504273787862,2060,36.0,0.64,0.16784454503820292,2272
MEGF10,Q96KG7,27,124.9,5,0.00056,TYR,0.2436974787868088,-0.002,0.0079013126680373,0.0332048621405277,0.109810843957293,2245,28.3,0.717,0.16766572691092618,2273
DRD4,P21917,12,851.5,9,3.3e-05,SER,0.2436974787868088,-0.002,0.0538668353629606,0.0019567150904239,0.1142260566507389,2144,34.4,0.656,0.16754334695687723,2274
BEST4,Q8NFU0,18,150.5,0,0.0,,0.252100840124285,-0.001,0.0095207970899889,0.0,0.1036965751767106,2367,23.7,0.763,0.16739153317049643,2275
KIR3DL3,Q8N743,14,68.1,0,0.0,,0.2605042014617612,0.0,0.0043080816068321,0.0,0.1054941050667541,2339,25.1,0.749,0.16736889499366606,2276
BTNL3,Q6UXE8,18,135.2,3,0.000224,TYR,0.1932773107619518,-0.008,0.0085529021034319,0.013281944856211,0.0838613783926736,2458,6.2,0.938,0.16733341561176543,2277
LRTM1,Q9HBL6,10,48.1,2,0.00011,SER,0.2605042014617612,0.0,0.0030428594021825,0.0065223836347465,0.1070712534957831,2309,26.4,0.736,0.1673199242409578,2278
NCR1,O76036,3,18.4,1,7e-05,SER,0.2605042014617612,0.0,0.0011640044282777,0.0041506077675659,0.1057960642434575,2335,25.3,0.747,0.1672633237819912,2279
LRFN4,Q6PJG9,17,119.8,1,2.3e-05,SER,0.2689075627992374,0.001,0.0075786810058516,0.0013637711236288,0.110245760758539,2236,29.6,0.704,0.16713219406239577,2280
CD300E,Q496F6,3,31.7,3,0.000362,TYR,0.2689075627992374,0.001,0.0020053771943697,0.0214645715979839,0.114604009757401,2138,33.2,0.6679999999999999,0.16688540303753996,2281
TMEM217,Q8N7C4,9,114.2,1,8e-06,TYR,0.2941176468116659,0.004,0.0072244187885497,0.0004743551734361,0.1199566909132621,2027,38.4,0.616,0.16682709081400698,2282
GPR137,Q96N19,13,883.7,10,0.00019,TYR,0.2773109241367135,0.002,0.0559038431124466,0.0112659353691076,0.1310753031991516,1834,49.9,0.501,0.16674646022386058,2283
