gene,confidence_tier,source_surfy,source_go,uniprot_id,description,length
FRAS1,Tier2_SURFY_only,True,False,Q86XX4,Extracellular matrix protein FRAS1,4008
OR4F6,Tier2_SURFY_only,True,False,Q8NGB9,Olfactory receptor 4F6,312
OR4Q2,Tier2_SURFY_only,True,False,P0C623,Olfactory receptor 4Q2,313
KIR2DL5A,Tier2_SURFY_only,True,False,Q8N109,Killer cell immunoglobulin-like receptor 2DL5A,375
HEPACAM2,Tier2_SURFY_only,True,False,A8MVW5,HEPACAM family member 2,462
SLC2A7,Tier2_SURFY_only,True,False,Q6PXP3,"Solute carrier family 2, facilitated glucose transporter member 7",512
CTNS,Tier2_SURFY_only,True,False,O60931,Cystinosin,367
GPR146,Tier2_SURFY_only,True,False,Q96CH1,Probable G-protein coupled receptor 146,333
OR10G9,Tier2_SURFY_only,True,False,Q8NGN4,Olfactory receptor 10G9,311
SCARB1,Tier2_SURFY_only,True,False,Q8WTV0,Scavenger receptor class B member 1,552
HLA-DQB1,Tier2_SURFY_only,True,False,P01920,"HLA class II histocompatibility antigen, DQ beta 1 chain",261
TTYH3,Tier2_SURFY_only,True,False,Q9C0H2,Protein tweety homolog 3,523
SLC1A7,Tier2_SURFY_only,True,False,O00341,Excitatory amino acid transporter 5,560
HLA-H,Tier2_SURFY_only,True,False,P01893,"Putative HLA class I histocompatibility antigen, alpha chain H",362
SLC10A5,Tier2_SURFY_only,True,False,Q5PT55,Sodium/bile acid cotransporter 5,438
OR5H6,Tier2_SURFY_only,True,False,Q8NGV6,Olfactory receptor 5H6,325
FASLG,Tier2_SURFY_only,True,False,P48023,Tumor necrosis factor ligand superfamily member 6,281
GGT1,Tier2_SURFY_only,True,False,P19440,Gamma-glutamyltranspeptidase 1,569
MUC3A,Tier2_SURFY_only,True,False,Q02505,Mucin-3A,2541
CD79B,Tier2_SURFY_only,True,False,P40259,B-cell antigen receptor complex-associated protein beta chain,229
ECSCR,Tier2_SURFY_only,True,False,Q19T08,Endothelial cell-specific chemotaxis regulator,205
CHRNA1,Tier2_SURFY_only,True,False,P02708,Acetylcholine receptor subunit alpha,482
LRTM1,Tier2_SURFY_only,True,False,Q9HBL6,Leucine-rich repeat and transmembrane domain-containing protein 1,345
PLXDC1,Tier2_SURFY_only,True,False,Q8IUK5,Plexin domain-containing protein 1,500
HEPH,Tier2_SURFY_only,True,False,Q9BQS7,Hephaestin,1158
OR5M11,Tier2_SURFY_only,True,False,Q96RB7,Olfactory receptor 5M11,305
OR10R2,Tier2_SURFY_only,True,False,Q8NGX6,Olfactory receptor 10R2,335
SLC32A1,Tier2_SURFY_only,True,False,Q9H598,Vesicular inhibitory amino acid transporter,525
TMEM132D,Tier2_SURFY_only,True,False,Q14C87,Transmembrane protein 132D,1099
GRIK2,Tier2_SURFY_only,True,False,Q13002,"Glutamate receptor ionotropic, kainate 2",908
CSF1R,Tier2_SURFY_only,True,False,P07333,Macrophage colony-stimulating factor 1 receptor,972
GPR63,Tier2_SURFY_only,True,False,Q9BZJ6,Probable G-protein coupled receptor 63,419
CACNG4,Tier2_SURFY_only,True,False,Q9UBN1,Voltage-dependent calcium channel gamma-4 subunit,327
OR4S2,Tier2_SURFY_only,True,False,Q8NH73,Olfactory receptor 4S2,311
OR2T6,Tier2_SURFY_only,True,False,Q8NHC8,Olfactory receptor 2T6,308
SLC2A8,Tier2_SURFY_only,True,False,Q9NY64,"Solute carrier family 2, facilitated glucose transporter member 8",477
OR13G1,Tier2_SURFY_only,True,False,Q8NGZ3,Olfactory receptor 13G1,307
ADCY7,Tier2_SURFY_only,True,False,P51828,Adenylate cyclase type 7,1080
IGSF9B,Tier2_SURFY_only,True,False,Q9UPX0,Protein turtle homolog B,1349
DSC2,Tier2_SURFY_only,True,False,Q02487,Desmocollin-2,901
SLC26A2,Tier2_SURFY_only,True,False,P50443,Sulfate transporter,739
C11orf87,Tier2_SURFY_only,True,False,Q6NUJ2,Uncharacterized protein C11orf87,197
MILR1,Tier2_SURFY_only,True,False,Q7Z6M3,Allergin-1,343
SCNN1B,Tier2_SURFY_only,True,False,P51168,Amiloride-sensitive sodium channel subunit beta,640
OR5AN1,Tier2_SURFY_only,True,False,Q8NGI8,Olfactory receptor 5AN1,311
LRRC37A2,Tier2_SURFY_only,True,False,A6NM11,Leucine-rich repeat-containing protein 37A2,1700
NCAM2,Tier2_SURFY_only,True,False,O15394,Neural cell adhesion molecule 2,837
GABRA4,Tier2_SURFY_only,True,False,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,554
OR5H14,Tier2_SURFY_only,True,False,A6NHG9,Olfactory receptor 5H14,310
ZP1,Tier2_SURFY_only,True,False,P60852,Zona pellucida sperm-binding protein 1,638
ZP2,Tier2_SURFY_only,True,False,Q05996,Zona pellucida sperm-binding protein 2,745
PCDHGA3,Tier2_SURFY_only,True,False,Q9Y5H0,Protocadherin gamma-A3,932
MFAP3L,Tier2_SURFY_only,True,False,O75121,Microfibrillar-associated protein 3-like,409
TAS1R1,Tier2_SURFY_only,True,False,Q7RTX1,Taste receptor type 1 member 1,841
TM9SF1,Tier2_SURFY_only,True,False,O15321,Transmembrane 9 superfamily member 1,606
MRGPRX1,Tier2_SURFY_only,True,False,Q96LB2,Mas-related G-protein coupled receptor member X1,322
LRIT3,Tier2_SURFY_only,True,False,Q3SXY7,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",679
SCNN1G,Tier2_SURFY_only,True,False,P51170,Amiloride-sensitive sodium channel subunit gamma,649
SLC22A5,Tier2_SURFY_only,True,False,O76082,Solute carrier family 22 member 5,557
OR5V1,Tier2_SURFY_only,True,False,Q9UGF6,Olfactory receptor 5V1,321
GPR155,Tier2_SURFY_only,True,False,Q7Z3F1,Integral membrane protein GPR155,870
SLC6A2,Tier2_SURFY_only,True,False,P23975,Sodium-dependent noradrenaline transporter,617
CLDN12,Tier2_SURFY_only,True,False,P56749,Claudin-12,244
SLC39A5,Tier2_SURFY_only,True,False,Q6ZMH5,Zinc transporter ZIP5,540
TRGC2,Tier2_SURFY_only,True,False,P03986,T-cell receptor gamma-2 chain C region,189
RECK,Tier2_SURFY_only,True,False,O95980,Reversion-inducing cysteine-rich protein with Kazal motifs,971
PRND,Tier2_SURFY_only,True,False,Q9UKY0,Prion-like protein doppel,176
OR2T4,Tier2_SURFY_only,True,False,Q8NH00,Olfactory receptor 2T4,348
BTN2A1,Tier2_SURFY_only,True,False,Q7KYR7,Butyrophilin subfamily 2 member A1,527
PCDHA13,Tier2_SURFY_only,True,False,Q9Y5I0,Protocadherin alpha-13,950
LINGO3,Tier2_SURFY_only,True,False,P0C6S8,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,592
MUC3B,Tier2_SURFY_only,True,False,Q9H195,Mucin-3B (Fragments),1237
PPAP2C,Tier2_SURFY_only,True,False,O43688,Lipid phosphate phosphohydrolase 2,288
NRXN1,Tier2_SURFY_only,True,False,P58400,Neurexin-1-beta,442
CNTNAP3B,Tier2_SURFY_only,True,False,Q96NU0,Contactin-associated protein-like 3B,1288
SLC16A4,Tier2_SURFY_only,True,False,O15374,Monocarboxylate transporter 5,487
THSD7B,Tier2_SURFY_only,True,False,Q9C0I4,Thrombospondin type-1 domain-containing protein 7B,1608
CCR1,Tier2_SURFY_only,True,False,P32246,C-C chemokine receptor type 1,355
MS4A6A,Tier2_SURFY_only,True,False,Q9H2W1,Membrane-spanning 4-domains subfamily A member 6A,248
GPR64,Tier2_SURFY_only,True,False,Q8IZP9,G-protein coupled receptor 64,1017
GP6,Tier2_SURFY_only,True,False,Q9HCN6,Platelet glycoprotein VI,339
PCNXL2,Tier2_SURFY_only,True,False,A6NKB5,Pecanex-like protein 2,2137
GPR21,Tier2_SURFY_only,True,False,Q99679,Probable G-protein coupled receptor 21,349
TLR10,Tier2_SURFY_only,True,False,Q9BXR5,Toll-like receptor 10,811
SLC15A4,Tier2_SURFY_only,True,False,Q8N697,Solute carrier family 15 member 4,577
PROM1,Tier2_SURFY_only,True,False,O43490,Prominin-1,865
CLEC4M,Tier2_SURFY_only,True,False,Q9H2X3,C-type lectin domain family 4 member M,399
CLDN10,Tier2_SURFY_only,True,False,P78369,Claudin-10,228
LMBRD1,Tier2_SURFY_only,True,False,Q9NUN5,Probable lysosomal cobalamin transporter,540
GPR42,Tier2_SURFY_only,True,False,O15529,G-protein coupled receptor 42,346
ITGAM,Tier2_SURFY_only,True,False,P11215,Integrin alpha-M,1152
OR3A1,Tier2_SURFY_only,True,False,P47881,Olfactory receptor 3A1,315
SLC18A1,Tier2_SURFY_only,True,False,P54219,Chromaffin granule amine transporter,525
IL17RE,Tier2_SURFY_only,True,False,Q8NFR9,Interleukin-17 receptor E,667
TAS2R8,Tier2_SURFY_only,True,False,Q9NYW2,Taste receptor type 2 member 8,309
ROR2,Tier2_SURFY_only,True,False,Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,943
IL23R,Tier2_SURFY_only,True,False,Q5VWK5,Interleukin-23 receptor,629
OR2T3,Tier2_SURFY_only,True,False,Q8NH03,Olfactory receptor 2T3,318
XCR1,Tier2_SURFY_only,True,False,P46094,Chemokine XC receptor 1,333
OR14A2,Tier2_SURFY_only,True,False,Q96R54,Olfactory receptor 14A2,314
FURIN,Tier2_SURFY_only,True,False,P09958,Furin,794
CEACAM4,Tier2_SURFY_only,True,False,O75871,Carcinoembryonic antigen-related cell adhesion molecule 4,244
PDGFRA,Tier2_SURFY_only,True,False,P16234,Platelet-derived growth factor receptor alpha,1089
TMEM132C,Tier2_SURFY_only,True,False,Q8N3T6,Transmembrane protein 132C,1108
CXADR,Tier2_SURFY_only,True,False,P78310,Coxsackievirus and adenovirus receptor,365
OR56B2P,Tier2_SURFY_only,True,False,Q8NGI1,Putative olfactory receptor 56B2,322
SLC8A3,Tier2_SURFY_only,True,False,P57103,Sodium/calcium exchanger 3,927
OR2A4,Tier2_SURFY_only,True,False,O95047,Olfactory receptor 2A4,310
ADCY6,Tier2_SURFY_only,True,False,O43306,Adenylate cyclase type 6,1168
GPR137B,Tier2_SURFY_only,True,False,O60478,Integral membrane protein GPR137B,399
NCR1,Tier2_SURFY_only,True,False,O76036,Natural cytotoxicity triggering receptor 1,304
SIGLEC12,Tier2_SURFY_only,True,False,Q96PQ1,Sialic acid-binding Ig-like lectin 12,595
GRID1,Tier2_SURFY_only,True,False,Q9ULK0,"Glutamate receptor ionotropic, delta-1",1009
OR4D1,Tier2_SURFY_only,True,False,Q15615,Olfactory receptor 4D1,310
OPN1MW,Tier2_SURFY_only,True,False,P04001,Medium-wave-sensitive opsin 1,364
OR5J2,Tier2_SURFY_only,True,False,Q8NH18,Olfactory receptor 5J2,312
ERVK-24,Tier2_SURFY_only,True,False,P61566,Endogenous retrovirus group K member 24 Env polyprotein,588
OR13A1,Tier2_SURFY_only,True,False,Q8NGR1,Olfactory receptor 13A1,328
RXFP4,Tier2_SURFY_only,True,False,Q8TDU9,Relaxin-3 receptor 2,374
ADRA1A,Tier2_SURFY_only,True,False,P35348,Alpha-1A adrenergic receptor,466
SLCO1C1,Tier2_SURFY_only,True,False,Q9NYB5,Solute carrier organic anion transporter family member 1C1,712
HCAR3,Tier2_SURFY_only,True,False,P49019,Hydroxycarboxylic acid receptor 3,387
C5AR2,Tier2_SURFY_only,True,False,Q9P296,C5a anaphylatoxin chemotactic receptor 2,337
OR1A2,Tier2_SURFY_only,True,False,Q9Y585,Olfactory receptor 1A2,309
HTR2A,Tier2_SURFY_only,True,False,P28223,5-hydroxytryptamine receptor 2A,471
ERVK-8,Tier2_SURFY_only,True,False,Q902F8,Endogenous retrovirus group K member 8 Env polyprotein,699
DSG3,Tier2_SURFY_only,True,False,P32926,Desmoglein-3,999
GLP1R,Tier2_SURFY_only,True,False,P43220,Glucagon-like peptide 1 receptor,463
SLC5A4,Tier2_SURFY_only,True,False,Q9NY91,Low affinity sodium-glucose cotransporter,659
CALY,Tier2_SURFY_only,True,False,Q9NYX4,Neuron-specific vesicular protein calcyon,217
CNNM4,Tier2_SURFY_only,True,False,Q6P4Q7,Metal transporter CNNM4,775
EVI2B,Tier2_SURFY_only,True,False,P34910,Protein EVI2B,448
DNER,Tier2_SURFY_only,True,False,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,737
PIGO,Tier2_SURFY_only,True,False,Q8TEQ8,GPI ethanolamine phosphate transferase 3,1089
OR7C1,Tier2_SURFY_only,True,False,O76099,Olfactory receptor 7C1,320
PLVAP,Tier2_SURFY_only,True,False,Q9BX97,Plasmalemma vesicle-associated protein,442
TRPV6,Tier2_SURFY_only,True,False,Q9H1D0,Transient receptor potential cation channel subfamily V member 6,725
NIPAL4,Tier2_SURFY_only,True,False,Q0D2K0,Magnesium transporter NIPA4,466
ACVR1,Tier2_SURFY_only,True,False,Q04771,Activin receptor type-1,509
NTRK3,Tier2_SURFY_only,True,False,Q16288,NT-3 growth factor receptor,839
PLXNA4,Tier2_SURFY_only,True,False,Q9HCM2,Plexin-A4,1894
HTR3A,Tier2_SURFY_only,True,False,P46098,5-hydroxytryptamine receptor 3A,478
OR10G6,Tier2_SURFY_only,True,False,Q8NH81,Olfactory receptor 10G6,332
SLC2A10,Tier2_SURFY_only,True,False,O95528,"Solute carrier family 2, facilitated glucose transporter member 10",541
KIR2DS4,Tier2_SURFY_only,True,False,P43632,Killer cell immunoglobulin-like receptor 2DS4,304
TSPAN33,Tier2_SURFY_only,True,False,Q86UF1,Tetraspanin-33,283
CACNA1G,Tier2_SURFY_only,True,False,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,2377
ERVFC1,Tier2_SURFY_only,True,False,P60507,Endogenous retrovirus group FC1 Env polyprotein,584
ZPLD1,Tier2_SURFY_only,True,False,Q8TCW7,Zona pellucida-like domain-containing protein 1,415
KCNK18,Tier2_SURFY_only,True,False,Q7Z418,Potassium channel subfamily K member 18,384
SLC12A6,Tier2_SURFY_only,True,False,Q9UHW9,Solute carrier family 12 member 6,1150
TMEM194A,Tier2_SURFY_only,True,False,O14524,Transmembrane protein 194A,444
VSIG1,Tier2_SURFY_only,True,False,Q86XK7,V-set and immunoglobulin domain-containing protein 1,387
ABCA5,Tier2_SURFY_only,True,False,Q8WWZ7,ATP-binding cassette sub-family A member 5,1642
SLC14A1,Tier2_SURFY_only,True,False,Q13336,Urea transporter 1,389
LYPD5,Tier2_SURFY_only,True,False,Q6UWN5,Ly6/PLAUR domain-containing protein 5,251
FFAR4,Tier2_SURFY_only,True,False,Q5NUL3,Free fatty acid receptor 4,377
NIPAL1,Tier2_SURFY_only,True,False,Q6NVV3,Magnesium transporter NIPA3,410
SLC44A4,Tier2_SURFY_only,True,False,Q53GD3,Choline transporter-like protein 4,710
OR6F1,Tier2_SURFY_only,True,False,Q8NGZ6,Olfactory receptor 6F1,308
NPBWR2,Tier2_SURFY_only,True,False,P48146,Neuropeptides B/W receptor type 2,333
SELL,Tier2_SURFY_only,True,False,P14151,L-selectin,372
ADRA1B,Tier2_SURFY_only,True,False,P35368,Alpha-1B adrenergic receptor,520
TMPRSS15,Tier2_SURFY_only,True,False,P98073,Enteropeptidase,1019
TMEM217,Tier2_SURFY_only,True,False,Q8N7C4,Transmembrane protein 217,229
PCDHB1,Tier2_SURFY_only,True,False,Q9Y5F3,Protocadherin beta-1,818
GABRR3,Tier2_SURFY_only,True,False,A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,467
ERVPABLB-1,Tier2_SURFY_only,True,False,P60509,Endogenous retrovirus group PABLB member 1 Env polyprotein,514
RHBDF2,Tier2_SURFY_only,True,False,Q6PJF5,Inactive rhomboid protein 2,856
LSAMP,Tier2_SURFY_only,True,False,Q13449,Limbic system-associated membrane protein,338
CD27,Tier2_SURFY_only,True,False,P26842,CD27 antigen,260
SCN3B,Tier2_SURFY_only,True,False,Q9NY72,Sodium channel subunit beta-3,215
FOLR2,Tier2_SURFY_only,True,False,P14207,Folate receptor beta,255
OR4A5,Tier2_SURFY_only,True,False,Q8NH83,Olfactory receptor 4A5,315
IL4R,Tier2_SURFY_only,True,False,P24394,Interleukin-4 receptor subunit alpha,825
GFRA4,Tier2_SURFY_only,True,False,Q9GZZ7,GDNF family receptor alpha-4,299
SLC36A2,Tier2_SURFY_only,True,False,Q495M3,Proton-coupled amino acid transporter 2,483
LCT,Tier2_SURFY_only,True,False,P09848,Lactase-phlorizin hydrolase,1927
TMEM63C,Tier2_SURFY_only,True,False,Q9P1W3,Calcium permeable stress-gated cation channel 1,806
SIRPB2,Tier2_SURFY_only,True,False,Q5JXA9,Signal-regulatory protein beta-2,342
ANO7,Tier2_SURFY_only,True,False,Q6IWH7,Anoctamin-7,933
SCNN1D,Tier2_SURFY_only,True,False,P51172,Amiloride-sensitive sodium channel subunit delta,638
OR5B3,Tier2_SURFY_only,True,False,Q8NH48,Olfactory receptor 5B3,314
LAMP5,Tier2_SURFY_only,True,False,Q9UJQ1,Lysosome-associated membrane glycoprotein 5,280
SLC29A4,Tier2_SURFY_only,True,False,Q7RTT9,Equilibrative nucleoside transporter 4,530
PQLC2,Tier2_SURFY_only,True,False,Q6ZP29,Lysosomal amino acid transporter 1 homolog,291
SLC22A23,Tier2_SURFY_only,True,False,A1A5C7,Solute carrier family 22 member 23,686
OR52A5,Tier2_SURFY_only,True,False,Q9H2C5,Olfactory receptor 52A5,316
SCN11A,Tier2_SURFY_only,True,False,Q9UI33,Sodium channel protein type 11 subunit alpha,1791
OR6C75,Tier2_SURFY_only,True,False,A6NL08,Olfactory receptor 6C75,312
CPD,Tier2_SURFY_only,True,False,O75976,Carboxypeptidase D,1380
ROBO1,Tier2_SURFY_only,True,False,Q9Y6N7,Roundabout homolog 1,1651
MUC16,Tier2_SURFY_only,True,False,Q8WXI7,Mucin-16,22152
FAM189B,Tier2_SURFY_only,True,False,P81408,Protein FAM189B,668
SLC36A3,Tier2_SURFY_only,True,False,Q495N2,Proton-coupled amino acid transporter 3,470
IFNAR2,Tier2_SURFY_only,True,False,P48551,Interferon alpha/beta receptor 2,515
SLC38A4,Tier2_SURFY_only,True,False,Q969I6,Sodium-coupled neutral amino acid transporter 4,547
SLC7A3,Tier2_SURFY_only,True,False,Q8WY07,Cationic amino acid transporter 3,619
TM9SF2,Tier2_SURFY_only,True,False,Q99805,Transmembrane 9 superfamily member 2,663
TTYH2,Tier2_SURFY_only,True,False,Q9BSA4,Protein tweety homolog 2,534
CHRM3,Tier2_SURFY_only,True,False,P20309,Muscarinic acetylcholine receptor M3,590
CSF2RA,Tier2_SURFY_only,True,False,P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,400
TIE1,Tier2_SURFY_only,True,False,P35590,Tyrosine-protein kinase receptor Tie-1,1138
OR5F1,Tier2_SURFY_only,True,False,O95221,Olfactory receptor 5F1,314
P2RY1,Tier2_SURFY_only,True,False,P47900,P2Y purinoceptor 1,373
TSPAN3,Tier2_SURFY_only,True,False,O60637,Tetraspanin-3,253
OR51M1,Tier2_SURFY_only,True,False,Q9H341,Olfactory receptor 51M1,326
CHRNE,Tier2_SURFY_only,True,False,Q04844,Acetylcholine receptor subunit epsilon,493
OR2T33,Tier2_SURFY_only,True,False,Q8NG76,Olfactory receptor 2T33,320
LY6G6F,Tier2_SURFY_only,True,False,Q5SQ64,Lymphocyte antigen 6 complex locus protein G6f,297
PCDHGB1,Tier2_SURFY_only,True,False,Q9Y5G3,Protocadherin gamma-B1,927
ACVR2B,Tier2_SURFY_only,True,False,Q13705,Activin receptor type-2B,512
KIAA1324,Tier2_SURFY_only,True,False,Q6UXG2,UPF0577 protein KIAA1324,1013
EFNA3,Tier2_SURFY_only,True,False,P52797,Ephrin-A3,238
SLC26A8,Tier2_SURFY_only,True,False,Q96RN1,Testis anion transporter 1,970
OR5I1,Tier2_SURFY_only,True,False,Q13606,Olfactory receptor 5I1,314
SGCB,Tier2_SURFY_only,True,False,Q16585,Beta-sarcoglycan,318
LPL,Tier2_SURFY_only,True,False,P06858,Lipoprotein lipase,475
GLP2R,Tier2_SURFY_only,True,False,O95838,Glucagon-like peptide 2 receptor,553
CD19,Tier2_SURFY_only,True,False,P15391,B-lymphocyte antigen CD19,556
OR6V1,Tier2_SURFY_only,True,False,Q8N148,Olfactory receptor 6V1,313
SLC17A5,Tier2_SURFY_only,True,False,Q9NRA2,Sialin,495
AJAP1,Tier2_SURFY_only,True,False,Q9UKB5,Adherens junction-associated protein 1,411
CD83,Tier2_SURFY_only,True,False,Q01151,CD83 antigen,205
OR1D4,Tier2_SURFY_only,True,False,P47884,Olfactory receptor 1D4,311
ATP1A1,Tier2_SURFY_only,True,False,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,1023
SIGLEC14,Tier2_SURFY_only,True,False,Q08ET2,Sialic acid-binding Ig-like lectin 14,396
OR7G2,Tier2_SURFY_only,True,False,Q8NG99,Olfactory receptor 7G2,324
CD8BP,Tier2_SURFY_only,True,False,A6NJW9,Putative T-cell surface glycoprotein CD8 beta-2 chain,211
OR8S1,Tier2_SURFY_only,True,False,Q8NH09,Olfactory receptor 8S1,359
KIR2DS1,Tier2_SURFY_only,True,False,Q14954,Killer cell immunoglobulin-like receptor 2DS1,304
OR10G3,Tier2_SURFY_only,True,False,Q8NGC4,Olfactory receptor 10G3,313
TNFSF4,Tier2_SURFY_only,True,False,P23510,Tumor necrosis factor ligand superfamily member 4,183
NPSR1,Tier2_SURFY_only,True,False,Q6W5P4,Neuropeptide S receptor,371
CD82,Tier2_SURFY_only,True,False,P27701,CD82 antigen,267
GCGR,Tier2_SURFY_only,True,False,P47871,Glucagon receptor,477
OR2AJ1,Tier2_SURFY_only,True,False,Q8NGZ0,Olfactory receptor 2AJ1,328
OR11H1,Tier2_SURFY_only,True,False,Q8NG94,Olfactory receptor 11H1,326
OR5L2,Tier2_SURFY_only,True,False,Q8NGL0,Olfactory receptor 5L2,311
NT5E,Tier2_SURFY_only,True,False,P21589,5'-nucleotidase,574
ABCA4,Tier2_SURFY_only,True,False,P78363,Retinal-specific ATP-binding cassette transporter,2273
PCDHGA6,Tier2_SURFY_only,True,False,Q9Y5G7,Protocadherin gamma-A6,932
OPN3,Tier2_SURFY_only,True,False,Q9H1Y3,Opsin-3,402
DYNAP,Tier2_SURFY_only,True,False,Q8N1N2,Dynactin-associated protein,210
TM4SF18,Tier2_SURFY_only,True,False,Q96CE8,Transmembrane 4 L6 family member 18,201
TMEM245,Tier2_SURFY_only,True,False,Q9H330,Transmembrane protein 245,911
PKD1,Tier2_SURFY_only,True,False,P98161,Polycystin-1,4303
LDLRAD4,Tier2_SURFY_only,True,False,O15165,Low-density lipoprotein receptor class A domain-containing protein 4,306
PCDHB13,Tier2_SURFY_only,True,False,Q9Y5F0,Protocadherin beta-13,798
NKAIN2,Tier2_SURFY_only,True,False,Q5VXU1,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2,208
TMCO3,Tier2_SURFY_only,True,False,Q6UWJ1,Transmembrane and coiled-coil domain-containing protein 3,677
OR11H7,Tier2_SURFY_only,True,False,Q8NGC8,Olfactory receptor 11H7,314
SIGLEC7,Tier2_SURFY_only,True,False,Q9Y286,Sialic acid-binding Ig-like lectin 7,467
HTR3C,Tier2_SURFY_only,True,False,Q8WXA8,5-hydroxytryptamine receptor 3C,447
SLC26A4,Tier2_SURFY_only,True,False,O43511,Pendrin,780
FCGR1B,Tier2_SURFY_only,True,False,Q92637,High affinity immunoglobulin gamma Fc receptor IB,280
PCDHGA5,Tier2_SURFY_only,True,False,Q9Y5G8,Protocadherin gamma-A5,931
EPHA7,Tier2_SURFY_only,True,False,Q15375,Ephrin type-A receptor 7,998
UPK1B,Tier2_SURFY_only,True,False,O75841,Uroplakin-1b,260
LYPD4,Tier2_SURFY_only,True,False,Q6UWN0,Ly6/PLAUR domain-containing protein 4,246
OR6N2,Tier2_SURFY_only,True,False,Q8NGY6,Olfactory receptor 6N2,317
HLA-A,Tier2_SURFY_only,True,False,P01891,"HLA class I histocompatibility antigen, A-68 alpha chain",365
RHAG,Tier2_SURFY_only,True,False,Q02094,Ammonium transporter Rh type A,409
OR8D1,Tier2_SURFY_only,True,False,Q8WZ84,Olfactory receptor 8D1,308
CD33,Tier2_SURFY_only,True,False,P20138,Myeloid cell surface antigen CD33,364
GRIA1,Tier2_SURFY_only,True,False,P42261,Glutamate receptor 1,906
ADAM2,Tier2_SURFY_only,True,False,Q99965,Disintegrin and metalloproteinase domain-containing protein 2,735
PRSS21,Tier2_SURFY_only,True,False,Q9Y6M0,Testisin,314
OR4F17,Tier2_SURFY_only,True,False,Q8NGA8,Olfactory receptor 4F17,305
CLCNKB,Tier2_SURFY_only,True,False,P51801,Chloride channel protein ClC-Kb,687
PTGIR,Tier2_SURFY_only,True,False,P43119,Prostacyclin receptor,386
VSIG10L,Tier2_SURFY_only,True,False,Q86VR7,V-set and immunoglobulin domain-containing protein 10-like,867
